iter	Logloss
182	0.2679362161
183	0.2672348567
184	0.2664108821
185	0.2656570435
186	0.2648189545
187	0.2643047333
188	0.2634057999
189	0.2624601364
190	0.2614374978
191	0.2606269291
192	0.2596226828
193	0.2588316236
194	0.2584279197
195	0.2578230177
196	0.2566900526
197	0.2558840615
198	0.2550851822
199	0.2543571472
200	0.2535436358
201	0.252643558
202	0.2518574306
203	0.2512342453
204	0.2503395626
205	0.2496194022
206	0.2487715585
207	0.2479732786
208	0.2469712939
209	0.2462697438
210	0.245217623
211	0.2447123391
212	0.2438673292
213	0.2428381784
214	0.2423275266
215	0.241510364
216	0.2408134733
217	0.2401187897
218	0.2392076765
219	0.2385351998
220	0.2377304622
221	0.2372761318
222	0.2365149907
223	0.2356625966
224	0.2348752703
225	0.2343134744
226	0.233619472
227	0.2328126907
228	0.2318405424
229	0.2314437321
230	0.2307483946
231	0.22992739
232	0.2291697093
233	0.2286034448
234	0.2279922485
235	0.2275033542
236	0.2273504393
237	0.2264850889
238	0.2256940978
239	0.2251324517
240	0.2245306969
241	0.2242034095
242	0.2238076755
243	0.2230064256
244	0.2226691791
245	0.2219929559
246	0.2213614055
247	0.2207292693
248	0.2202237538
249	0.2193849291
250	0.2189382553
251	0.2185728618
252	0.2180886677
253	0.2176270485
254	0.2169563838
255	0.2162618637
256	0.2157883508
257	0.2151037897
258	0.2145080294
259	0.2138777324
260	0.213243648
261	0.2128967558
262	0.2121535437
263	0.2116712979
264	0.2114886556
265	0.2108696801
266	0.21016625
267	0.2097159658
268	0.208975465
269	0.2083254405
270	0.2079013824
271	0.2074567795
272	0.2069007056
273	0.2062204088
274	0.2057404246
275	0.2054397992
276	0.2048230035
277	0.2044062478
278	0.2039664813
279	0.2034913608
280	0.2028528758
281	0.2024917603
282	0.2020127024
283	0.2016784395
284	0.2012047904
285	0.2007893835
286	0.2005647387
287	0.2000396865
288	0.1996423449
289	0.1990882056
290	0.1984021868
291	0.1978955405
292	0.1973947934
293	0.1968627112
294	0.1963509696
295	0.1958358628
296	0.1952831677
297	0.1948191507
298	0.194433948
299	0.1939436776
300	0.1935420718
301	0.1930449486
302	0.1925389971
303	0.1920970372
304	0.1916901997
305	0.191017764
306	0.1903877803
307	0.1898918969
308	0.1894344875
309	0.1890340805
310	0.188524001
311	0.1881683077
312	0.1879640171
313	0.1875026022
314	0.1869968687
315	0.1869338172
316	0.186570767
317	0.1862737383
318	0.1857407434
319	0.1852151871
320	0.1848070962
321	0.1845607894
322	0.1840718133
323	0.1838296618
324	0.1834816524
325	0.1831216267
326	0.1827137947
327	0.1822502954
328	0.1818053382
329	0.1815822874
330	0.1811247417
331	0.1808834621
332	0.1804944447
333	0.1801616669
334	0.1797683443
335	0.1792382104
336	0.1788463593
337	0.1784509931
338	0.1780576706
339	0.1778267452
340	0.1772661209
341	0.1768682752
342	0.1764183862
343	0.1760716166
344	0.1758014134
345	0.1752608435
346	0.1750078474
347	0.1745688847
348	0.1742326191
349	0.1739063535
350	0.1734591893
351	0.173216411
352	0.1727952685
353	0.1724579947
354	0.1721162524
355	0.1718983786
356	0.1714579173
357	0.1709407398
358	0.1704423632
359	0.1700621741
360	0.169622067
361	0.1691360746
362	0.1688999993
363	0.1686800139
364	0.1683547429
365	0.1682285309
366	0.1681426729
367	0.167918287
368	0.1674865723
369	0.1670610428
370	0.1665850639
371	0.1660727637
372	0.1656328746
373	0.1652797971
374	0.1649239404
375	0.1645914895
376	0.1642098836
377	0.1638758523
378	0.1634841783
379	0.1632196154
380	0.1627938407
381	0.1625165531
382	0.1622000422
383	0.1618743624
384	0.1615495137
385	0.161176954
386	0.1609358106
387	0.1605046
388	0.1601710728
389	0.1597623008
390	0.1594683783
391	0.1593977928
392	0.1591198649
393	0.1587493896
394	0.158537674
395	0.1583336694
396	0.1579312325
397	0.1576338632
398	0.1572194236
399	0.1571569715
400	0.1568414143
401	0.1564939226
402	0.1563010761
403	0.1559998376
404	0.1557018825
405	0.155512292
406	0.155215277
407	0.1550877435
408	0.154762595
409	0.154281044
410	0.1540327208
411	0.1539831979
412	0.1537075451
413	0.1533737864
414	0.1531594958
415	0.1528278351
416	0.1527490071
417	0.1523779188
418	0.1520101002
419	0.1519653457
420	0.1516674859
421	0.1514212745
422	0.1512216023
423	0.1509483201
424	0.1508284841
425	0.1503088542
426	0.1500270026
427	0.1496791022
428	0.1492772784
429	0.1489221573
430	0.1485558646
431	0.1483647755
432	0.1479277883
433	0.1477326529
434	0.1474429948
435	0.1470129967
436	0.1466691971
437	0.1464824132
438	0.1462137767
439	0.1458025251
440	0.145442009
441	0.1451450893
442	0.1448619979
443	0.1444621495
444	0.1441558838
445	0.1437377657
446	0.1433167458
447	0.1430703436
448	0.1428842272
449	0.1426086562
450	0.1422728266
451	0.1420258113
452	0.1417899677
453	0.1415782928
454	0.1412713051
455	0.1410791397
456	0.1407717569
457	0.1404879161
458	0.1402269363
459	0.1399382455
460	0.1396283286
461	0.1392550468
462	0.1388225828
463	0.138525268
464	0.1382635253
465	0.1379432133
466	0.1376025609
467	0.137356581
468	0.1371625492
469	0.1369177955
470	0.1366293498
471	0.1364131655
472	0.1361615181
473	0.1359538215
474	0.1354751314
475	0.1351330757
476	0.1348547527
477	0.1346517018
478	0.1345016479
479	0.1341895376
480	0.1339676448
481	0.1337457929
482	0.1335202353
483	0.1332685743
484	0.1329855374
485	0.1326996395
486	0.1324522836
487	0.1323278427
488	0.1320647376
489	0.1317838124
490	0.1315102577
491	0.1312892914
492	0.131176281
493	0.1308826583
494	0.1305587769
495	0.130270849
496	0.1300163269
497	0.129699925
498	0.1293323926
499	0.1290794373
500	0.1287570408
501	0.1285882814
502	0.128420026
503	0.1282702991
504	0.1280803135
505	0.1278565271
506	0.1276924406
507	0.1274190085
508	0.1271978106
509	0.1269980022
510	0.1268129213
511	0.1267866952
512	0.1266410691
513	0.1263726916
514	0.1262278421
515	0.125920105
516	0.1257977486
517	0.1254830769
518	0.1254639217
519	0.125190258
520	0.1250562668
521	0.1248958315
522	0.1246334485
523	0.1244819096
524	0.1243126869
525	0.1241600854
526	0.1239649909
527	0.123754297
528	0.1235000883
529	0.1233469009
530	0.12317776
531	0.1229516983
532	0.1226311547
533	0.1223135539
534	0.122207737
535	0.1219705309
536	0.1218294689
537	0.1216082437
538	0.1213377544
539	0.1211803709
540	0.1209728513
541	0.1207590376
542	0.120557894
543	0.1203721183
544	0.1200320653
545	0.119843701
546	0.1196396691
547	0.1194039754
548	0.119225938
549	0.1191297804
550	0.118961525
551	0.1188330787
552	0.1185830389
553	0.1183492388
554	0.1182100841
555	0.1179615021
556	0.1177809579
557	0.1175869805
558	0.1173804419
559	0.1172069141
560	0.1169952665
561	0.1168796267
562	0.1167224339
563	0.1165199961
564	0.1163602012
565	0.1162066596
566	0.1160240173
567	0.1157531057
568	0.115532262
569	0.1153275081
570	0.1150972775
571	0.1149700982
572	0.1148088183
573	0.1145383835
574	0.1143208367
575	0.1141437122
576	0.1139486585
577	0.1137515409
578	0.1135144779
579	0.1132825306
580	0.1130838735
581	0.1127666065
582	0.112582125
583	0.1124791282
584	0.1121664797
585	0.1120360647
586	0.1118723188
587	0.1117668765
588	0.1116413253
589	0.1115276405
590	0.1113855634
591	0.1112326077
592	0.1111789431
593	0.1109812055
594	0.1107681479
595	0.1105975628
596	0.1103955269
597	0.1101669584
598	0.1100427287
599	0.1098121371
600	0.1097212655
601	0.1094899859
602	0.1093995503
603	0.1090867315
604	0.108995533
605	0.1088733809
606	0.1087506703
607	0.1085547856
608	0.1083173207
609	0.1081241608
610	0.1079139982
611	0.1077267851
612	0.1075185231
613	0.1073436873
614	0.1071316038
615	0.1070027896
616	0.1067559378
617	0.1065806184
618	0.1063476154
619	0.1061818123
620	0.1060447693
621	0.1058641434
622	0.1057274001
623	0.1055292811
624	0.1055090496
625	0.1052876541
626	0.1051561628
627	0.1049725669
628	0.1047436442
629	0.1046456133
630	0.1045054231
631	0.1043342658
632	0.1041684968
633	0.1040734087
634	0.1039431299
635	0.1037777219
636	0.1036069325
637	0.103491681
638	0.1034153666
639	0.1033346789
640	0.1031670911
641	0.1030248506
642	0.1028738158
643	0.1027511869
644	0.1025966849
645	0.1024534634
646	0.1023100512
647	0.1020891462
648	0.1019412449
649	0.1017692634
650	0.1016698429
651	0.1014627934
652	0.1013458729
653	0.101084968
654	0.1009316308
655	0.100742088
656	0.1005151885
657	0.100363527
658	0.1002462455
659	0.09997186661
660	0.0998033183
661	0.09963917051
662	0.09944979804
663	0.09932237353
664	0.09918407713
665	0.09911584854
666	0.0988998958
667	0.09870049613
668	0.09854872567
669	0.0983972277
670	0.09829540253
671	0.09805764471
672	0.09784526144
673	0.09775535039
674	0.09763894081
675	0.09748224531
676	0.09728918076
677	0.0970938955
678	0.0970138686
679	0.09685638973
680	0.09672051157
681	0.09654659544
682	0.09648724965
683	0.0963511467
684	0.09623290471
685	0.09605193819
686	0.09599756513
687	0.09581758635
688	0.09561169488
689	0.09543839863
690	0.09529310635
691	0.09521339961
692	0.09508087976
693	0.09485943658
694	0.09473141262
695	0.09464200565
696	0.09456258501
697	0.09432018144
698	0.09417668751
699	0.09404434477
700	0.09389672961
701	0.09370965276
702	0.0935640267
703	0.09341650009
704	0.09318703243
705	0.09307941709
706	0.09284142085
707	0.09274442536
708	0.09259180341
709	0.09240042142
710	0.0923036984
711	0.09216413498
712	0.0920353617
713	0.09188120025
714	0.09163304738
715	0.09142649514
716	0.09128259931
717	0.09115633965
718	0.09101598603
719	0.09092632702
720	0.09072722026
721	0.09066718646
722	0.09049224854
723	0.090347835
724	0.09022439548
725	0.09009799276
726	0.08995906285
727	0.08981612069
728	0.08967067174
729	0.08955151013
730	0.08940947396
731	0.08919359616
732	0.08907075609
733	0.08899720056
734	0.08882725579
735	0.08871889796
736	0.08865651403
737	0.08855090141
738	0.08851682799
739	0.08843524797
740	0.08828020777
741	0.08814744949
742	0.08796465737
743	0.08786730085
744	0.08780179705
745	0.08767554419
746	0.08750109673
747	0.08740401268
748	0.08725261688
749	0.08718189512
750	0.08707395281
751	0.08686137881
752	0.08673772812
753	0.08663917269
754	0.0865127291
755	0.08643597194
756	0.08636105401
757	0.08618303026
758	0.08603857585
759	0.08588908059
760	0.0856857981
761	0.08554423196
762	0.08538686207
763	0.08530355862
764	0.08513311659
765	0.08505728585
766	0.08495991571
767	0.08485201427
768	0.08465820721
769	0.08455309868
770	0.08439907346
771	0.08422596114
772	0.08404994692
773	0.08392287663
774	0.08373653548
775	0.08360676084
776	0.08344646181
777	0.08326399667
778	0.08315646308
779	0.08308182444
780	0.0829653195
781	0.08281771796
782	0.08271415574
783	0.08260371344
784	0.08252522605
785	0.08234927314
786	0.08218985966
787	0.0821268831
788	0.08196879796
789	0.08189285142
790	0.08171035222
791	0.0815990448
792	0.08150497164
793	0.08136522429
794	0.08127839225
795	0.0812056882
796	0.0810691561
797	0.08100654057
798	0.08094795772
799	0.08078029496
800	0.08070286342
801	0.08051710129
802	0.0804850987
803	0.08041450637
804	0.08033637319
805	0.08023809705
806	0.08009097236
807	0.08003836359
808	0.07996837752
809	0.07989513533
810	0.07974669593
811	0.07962022509
812	0.07958996637
813	0.07950113841
814	0.0793179512
815	0.07923060826
816	0.0791202477
817	0.07903259141
818	0.07888382503
819	0.07876236779
820	0.07872508594
821	0.07862272944
822	0.07851292065
823	0.07835968563
824	0.07826123919
825	0.07809447561
826	0.07796899251
827	0.07784915652
828	0.0776950155
829	0.07753628322
830	0.07740955353
831	0.07731875692
832	0.07727065086
833	0.07716106006
834	0.07707760675
835	0.07694508008
836	0.07681798935
837	0.07673858915
838	0.07656457765
839	0.07646066121
840	0.07634831837
841	0.07624549866
842	0.07619444983
843	0.07614637102
844	0.07597719601
845	0.07586299351
846	0.07572917938
847	0.07566067832
848	0.07552837644
849	0.07546659197
850	0.07542853355
851	0.07533893585
852	0.07525256021
853	0.07512761525
854	0.07504412787
855	0.07497398513
856	0.07490303176
857	0.0748856272
858	0.07476773262
859	0.07462911606
860	0.07450418472
861	0.07441960743
862	0.07429005078
863	0.07418862752
864	0.07412070547
865	0.07406358719
866	0.07395916666
867	0.07384933744
868	0.07371356828
869	0.07362950189
870	0.07353920255
871	0.0734456471
872	0.07336342675
873	0.07323948315
874	0.07311177935
875	0.07300030163
876	0.07287060874
877	0.07273717608
878	0.07263740812
879	0.07251747676
880	0.07246221815
881	0.07238568578
882	0.0722567967
883	0.07209247862
884	0.07195989064
885	0.07187617166
886	0.07177382878
887	0.07165670395
888	0.07157110487
889	0.07150844846
890	0.07137867383
891	0.07127839497
892	0.07122094291
893	0.07117997578
894	0.07110857282
895	0.07105677468
896	0.07092789241
897	0.07081418719
898	0.0707636152
899	0.07066249847
900	0.07058074134
901	0.07053283964
902	0.07045172283
903	0.07035160065
904	0.07024399212
905	0.07014299801
906	0.07011384283
907	0.07001368659
908	0.0699193682
909	0.0698787553
910	0.06980665071
911	0.06976490021
912	0.06968971661
913	0.06956799371
914	0.06955045973
915	0.06942397526
916	0.06930531093
917	0.06918982097
918	0.06905993734
919	0.06900694711
920	0.0689469065
921	0.068871321
922	0.068794884
923	0.06873307909
924	0.0686051505
925	0.06856712614
926	0.06849267142
927	0.06840135029
928	0.06830671855
929	0.06816940308
930	0.06811516626
931	0.06804622923
932	0.06792541231
933	0.06785390036
934	0.06776944569
935	0.06762170792
936	0.06754978044
937	0.06746110916
938	0.06732275145
939	0.06718675068
940	0.06714337894
941	0.06710596085
942	0.0670390674
943	0.06696583203
944	0.06684579849
945	0.06676251548
946	0.06665982519
947	0.06654949188
948	0.06647365434
949	0.06640498298
950	0.06634910447
951	0.06625834874
952	0.0662008558
953	0.0661105769
954	0.06597618376
955	0.06592844554
956	0.06580574172
957	0.06571847371
958	0.06563506808
959	0.06556283406
960	0.06551621301
961	0.06544204439
962	0.06531998771
963	0.0652216707
964	0.06521789006
965	0.06511392593
966	0.06508995465
967	0.0650160517
968	0.06488501004
969	0.06478866168
970	0.06473130499
971	0.06459556307
972	0.06450775691
973	0.06438651085
974	0.0643037796
975	0.06419700895
976	0.06409860338
977	0.06404778617
978	0.0640073095
979	0.06394127437
980	0.06389128821
981	0.0637975284
982	0.06366857801
983	0.06356213433
984	0.06348049981
985	0.06339866093
986	0.06335727147
987	0.06335141318
988	0.06329011236
989	0.06323709488
990	0.06314342363
991	0.06309937068
992	0.06298184395
993	0.06288489614
994	0.06288232803
995	0.06276590484
996	0.06271279199
997	0.06264163426
998	0.06259862355
999	0.06256085123
